"","amacrine.cell","microglial.cell","Muller.cell","retinal.bipolar.neuron.type.A","retinal.bipolar.neuron.type.B","retinal.bipolar.neuron.type.C","retinal.bipolar.neuron.type.D","retinal.cone.cell","retinal.ganglion.cell","retinal.rod.cell.type.A","retinal.rod.cell.type.B","retinal.rod.cell.type.C"
"AASS",0.157766251,0,0.540811268,0.182574837,0.299428354,0.171108926,0.242615024,0.190699598,0,0.025527162,0.056156926,0
"PLEKHG6",0,0,0.006390482,0.004521745,0,0,0,0,0,0,0,0
"SS18L2",0.709857847,0.743669594,0.476584757,0.677182389,0.529320699,0.601547725,0.431298401,1.188023955,0.438334454,0.511825757,0.397651095,0.346894399
"MPND",0.079635166,0.10902254,0.02048752,0.052655665,0.04846523,0.059273603,0.050878721,0.075572449,0.070630361,0.031020165,0.015489955,0.045487633
"MGST1",0.010218382,0,0.098417543,0,0.006810284,0,0,0.071922425,0,0.002990491,0.002546784,0
"CRY1",0.336333191,0.10078541,0.318486965,0.35616473,0.269850814,0.345173764,0.153194138,0.185712811,0,0.182003084,0.141141233,0.068606523
"PGLYRP1",0,0,0,0.00482807,0,0.007932798,0,0,0,0,0,0
"NFIX",0.546148976,0.045806989,0.593236247,0.018809118,0.056567643,0.024196112,0.306630681,0.005412306,0,0.007307206,0.002963706,0.024208273
"ST3GAL1",0.353466613,0.267520315,0.131205478,0.033041057,0.210081744,0.150665178,0.091193384,0.008304039,0.040399479,0.209043291,0.19233626,0.10777725
"MMP25",0,0,0,0.004698211,0,0.008903913,0,0,0,0.000545463,0.001443259,0
"IL32",0.010518462,0.248535568,0.005305338,0,0,0,0,0,0,0,0,0
"PKD1",0.616277437,0.027031509,0.331806123,0.249603034,0.233028253,0.223579621,0.238596559,0.128364329,0.069967853,0.050803728,0.078695478,0.073938016
"MAPK8IP2",0.758425928,0,0.04811443,0.270984344,0.263343821,0.21007496,0.231156259,0.168520092,0.254967402,0.104144886,0.098370696,0.154830201
"MED24",0.209067608,0.154802693,0.102021083,0.16251929,0.150962068,0.139637609,0.172876586,0.349967834,0.060103776,0.12430405,0.110884692,0.098131624
"RHOBTB2",0.289364417,0.059877031,0.124282098,0.251558986,0.235782932,0.285085229,0.297042927,0.046231947,0.044322336,0.039555186,0.029660683,0.045972287
"HEATR5B",0.420650296,0.302816268,0.226802067,0.26728778,0.209379713,0.225488888,0.249980485,0.34846949,0,0.167630423,0.20198733,0.227843462
"SEC62",3.880657315,2.167037947,3.610165246,3.763371914,3.35184541,3.553397932,3.653631056,4.396029766,2.046067423,3.892652301,3.724885783,3.012019456
"RPS20",2.144684161,4.848594122,3.037506714,2.902853615,2.621691798,2.710332835,2.486523628,4.112135993,2.440113658,4.178434902,3.374072907,2.654044016
"CSDE1",1.781798767,1.573312316,1.289196935,2.168551613,1.851964691,1.761729274,1.699593535,2.085956325,1.470986151,1.819267573,1.151446923,1.101900403
"UBE3C",0.258379668,0.213116342,0.16267636,0.277792519,0.265470856,0.316352974,0.217675208,0.397789949,0.269829213,0.165789898,0.192954604,0.227282315
"REV3L",1.43672347,0.403723263,1.670485637,1.598572216,1.79941376,1.553740997,1.44714481,1.244550036,0.350120064,0.594294817,0.892889722,0.77952707
"TENM1",0.225330669,0,0.065206641,0.003662037,0.185692421,0.113793034,0.008748131,0.006036224,0,0.000730716,0.001602255,0
"MASP2",0.032889874,0,0.025870042,0.011033543,0.014262213,0.015356312,0.009251199,0.016947773,0,0.002701,0.008065315,0
"IYD",0,0,0.007224984,0.009733564,0,0,0,0,0,0.001517471,0.000602161,0
"FAM76A",0.872514435,0.142629363,0.322492397,0.690107976,0.704352983,0.596749078,0.660217225,0.791001877,0.309091269,0.355899376,0.503575824,0.467812278
"TRAF3IP3",0,0.634470218,0.006413378,0,0,0,0.010432679,0.010815701,0,0.002338088,0.003899827,0
"POMT2",0.077652351,0,0.083764951,0.063568038,0.057241083,0.07401733,0.0551871,0.191875741,0,0.090248434,0.08598879,0.109591745
"VTA1",0.398540201,0.145679922,0.338558312,0.183443766,0.190681879,0.213604006,0.154018465,0.219262712,0.335776094,0.213303053,0.193526877,0.214539102
"MLXIPL",0.303778016,0.688895231,0.035577701,0.010548733,0.079487957,0.023322305,0.07375799,0.081970784,0,0.01755264,0.041226393,0.072435197
"BAZ1B",1.107323623,0.346868811,0.621556025,0.759943962,0.875811046,0.749714533,0.812524617,0.714723272,0.07628448,0.642871136,0.659349005,0.540844647
"RANBP9",0.365181244,0.167705321,0.235250965,0.346281601,0.243356468,0.177437634,0.287648463,0.281658627,0.269395764,0.093561347,0.105591998,0.023117544
"ETV7",0,0,0.01952791,0,0,0.011435178,0,0.004639848,0,0.00063997,0,0
"SPRTN",0.382734942,0.179687451,0.291007232,0.149346971,0.230159592,0.221065888,0.223807927,0.28478807,0,0.233141905,0.302518099,0.229434325
"METTL13",0.165494703,0.0834879,0.103358035,0.142106782,0.067287586,0.042255169,0.11474231,0.061611171,0,0.081511378,0.066849321,0.0930687
"DYRK4",0.37903803,0.413100582,0.268309434,0.918946977,0.563363059,0.512708163,0.644814308,0.646583079,0.191547719,0.514641456,0.32735346,0.271562314
"ZNF207",1.219056639,0.6409757,0.952981659,1.450854341,1.172970033,1.39608837,1.240216656,1.374629419,0.217343122,0.563115192,0.72892182,0.74606487
"UQCRC1",0.812572976,0.767348474,0.542234917,0.96211249,0.762163702,0.731412416,0.754983738,0.996403297,0.358124956,1.003592575,0.580378972,0.65539994
"STARD3NL",0.603214745,0.334314101,0.484331808,0.361347869,0.398402941,0.449311514,0.219063082,0.564226283,0.414267044,0.474280136,0.322720446,0.308453576
"CD9",0.012350515,1.209150563,2.883865636,0.060007812,0.030150554,0.056363994,0.031036732,0.028814871,0.050766578,0.019175125,0.018246639,0
"HHATL",0.048876524,0.022306313,0.445067477,3.10955787,0.734806446,1.800272207,1.423844375,0.034974546,0.212259629,0.009699772,0.011935966,0.023442946
"NCAPD2",0.042402787,0.019404319,0.135488412,0.051908302,0.074722875,0.024644746,0.066686681,0.097234066,0.058125814,0.030089451,0.040450628,0.025922604
"IFFO1",0.322276322,0.170621343,0.127176765,0.107894098,0.178840702,0.102412715,0.124581873,0.122073064,0.103864306,0.098247379,0.127393074,0.147457522
"GIPR",0.033303357,0.01827282,0.034049969,0.012711244,0.00936432,0.016970828,0.006938011,0.026697734,0,0.114585041,0.186856344,0.132461699
"PHF7",0.241957391,0.072437486,0.084314661,0.236275736,0.238690485,0.20889436,0.161521485,0.264034287,0.064615832,0.188024634,0.264486476,0.334397589
"SEMA3G",0.063470573,0,0,0,0.01879013,0,0.01922709,0,0,0,0.000636447,0
"NISCH",0.498779448,0.238353869,0.190808502,0.283606897,0.285468306,0.423080831,0.418119427,0.17990339,0.193892388,0.108083064,0.141253531,0.13844668
"STAB1",0,0.249899371,0,0,0,0,0,0,0,0.000552148,0.001502004,0
"FUZ",0.447419604,0.065222446,0.49668266,0.254884454,0.223758544,0.226141137,0.141445734,0.382431561,0.112548098,0.200997252,0.137601733,0.092225284
"SLC6A13",0.010613883,0,0.004818033,0,0,0.008725544,0,0.01190841,0,0.002101505,0.00128789,0
"IDS",2.43089897,0.701445954,0.527987018,1.975674149,2.091052108,2.164908636,1.934163501,0.595325425,0.776118233,0.293184475,0.302172597,0.228536064
"PRSS3",0.021216516,0,0.005369545,0.003880751,0,0,0,0,0,0,0,0
"ZNF200",0.122036189,0.065785227,0.05428806,0.052282555,0.101917437,0.055750016,0.018524238,0.080935439,0,0.085230522,0.085656842,0.099866476
"CD4",0.0431374,0.73193846,0.219160309,0.009086055,0.005105629,0.017589074,0.019887431,0.01104774,0,0.002726977,0.0029632,0
"LRRC23",0.273564499,0.1774813,0.215116789,0.16745736,0.197054912,0.27263812,0.119092327,0.686080252,0.932199947,0.67418468,0.49281934,0.479646214
"BTK",0,0.57307856,0,0,0,0,0,0,0,0.000550674,0.000698647,0
"HFE",0,0.022025543,0.07425028,0.009231467,0,0,0,0,0,0.00332332,0.001410431,0.022278433
"SCMH1",0.567806364,0.047428109,0.281516383,0.465251678,0.42201917,0.403348218,0.402108341,0.435207908,0.179235886,0.201339643,0.288504541,0.255711852
"FYN",0.753148899,0.152719147,0.684406994,0.609895629,0.505492053,0.349410813,0.44354532,0.013934513,0.309720043,0.010411121,0.006571776,0
"HIVEP2",0.303906386,0.064021421,0.067831831,0.204786251,0.135553689,0.106708838,0.134146659,0.267339521,0.100725537,0.005170569,0.002803058,0
"FMO1",0,0,0,0,0,0,0,0,0,0.00054331,0.001237153,0
"ELOA",0.515136952,0.177615639,0.238012731,0.394993935,0.241887379,0.335604192,0.271389834,0.167933668,0.056275958,0.204809083,0.166313415,0.231430471
"LYPLA2",0.495901588,0.275275788,0.308671624,0.592153448,0.438595011,0.466974765,0.515376877,0.433950322,0.3650119,0.363352673,0.232585279,0.080973151
"CLCN6",0.438343942,0.195123182,0.102600912,0.151479653,0.230426658,0.165063489,0.17472812,0.158431941,0.040399479,0.063671966,0.081170461,0.04289972
"MRC2",0,0.023148967,0.014689319,0,0.114066483,0.007851399,0,0.006036224,0,0,0.000522905,0
"NME1-NME2",0,0,0.004102444,0.203063737,0.065567102,0.087660274,0.044828128,0.080476312,0,0.02383318,0.008509665,0
"SLC6A7",0.041697955,0,0,0.004312984,0,0,0,0,0,0,0,0
"TSPAN9",0.207329069,0.021393522,0.052190523,0.572142359,0.174982556,0.516289661,0.2958361,0.083768713,0.128313644,0.007890567,0.003921216,0.050835835
"BTBD7",0.316448565,0.064997263,0.343197261,0.25882726,0.325424304,0.264360354,0.351345756,0.549711076,0.135721854,0.221023139,0.269084735,0.238225271
"APBA3",0.064364005,0.019201772,0.084606389,0.113795511,0.071596406,0.086056241,0.070953166,0.09272101,0,0.068574909,0.075062353,0.089862449
"MKS1",0.086804506,0.064610461,0.136058224,0.090627663,0.115796805,0.111546497,0.083316553,0.176160968,0,0.11001288,0.10507474,0.113332721
"ABHD5",0.182239104,0.154422379,0.130741897,0.416387603,0.198962587,0.17909823,0.175296855,0.12467943,0,0.099334765,0.120140109,0.042314965
"ANOS1",0.220142078,0.17755837,0.389230133,2.078730139,0.134517855,0.045603046,0.22521007,0.008481198,0.040399479,0.008314695,0.007399967,0
"AKAP8L",0.747337674,0.152592805,0.373592542,0.47858305,0.408134105,0.451864476,0.412767252,0.523935237,0.04722319,0.379821718,0.437395426,0.418037799
"MBTD1",0.144786216,0.160964445,0.191073358,0.1095841,0.15929577,0.123418179,0.13402841,0.173854456,0,0.097493653,0.115936024,0.131500725
"UTP18",0.399988646,0.415423994,0.262580233,0.336348945,0.318463121,0.275485658,0.314922535,0.140112503,0.103315024,0.174396725,0.147420221,0.145241361
"RNF216",0.480971178,0.282464445,0.310773735,0.24152166,0.302990917,0.294105317,0.36189401,0.223772259,0.060326058,0.202883607,0.315873769,0.24679628
"TTC19",1.529013545,0.664889156,1.192905421,1.536213532,1.242819372,1.294609821,1.204737132,1.260770484,0.347826954,0.83730241,1.074755235,1.085916631
"PTBP1",0.253990971,0.655685794,0.423016075,0.226728018,0.236737849,0.170734993,0.349464616,0.194170545,0.060606839,0.165125883,0.227599784,0.15844663
"DPF1",0.39666564,0,0.014418815,0.125021607,0.187055213,0.26635582,0.095659604,0.032134619,0.138484213,0.032360729,0.029812668,0
"SYT7",0.70396277,0,0.009216331,0.027990373,0.096195551,0.04950087,0.057728052,0,0.05758983,0.001369091,0,0
"LARS2",0.032227866,0.033120491,0.069067696,0.036292151,0.023213444,0.023840156,0.04606491,0.095193171,0.047920322,0.023278302,0.037417108,0.065734342
"PIK3C2A",0.691927632,0.342036754,0.916628137,0.597342153,0.641787966,0.527481793,0.5389788,0.605731365,0.181375451,0.177094506,0.241130273,0.33759742
"PLAUR",0.07289159,1.062786922,0.027621487,0,0.006625739,0,0.011108259,0,0,0.000492235,0.001823526,0
"ANLN",0.175059283,0,0,0,0,0,0,0.005301927,0,0,0,0.024650036
"WIZ",0.126379526,0.046548845,0.079156912,0.086563229,0.069848679,0.084606892,0.045445398,0.12889032,0,0.033968677,0.030775546,0.02319097
"RABGAP1",0.766092146,0.147184399,0.704377597,0.446682667,0.368954473,0.53274178,0.472250083,0.571184445,0,0.296542009,0.326571383,0.283593912
"DCN",0,0,0.031208258,0,0.031189512,0.008664179,0,0,0,0,0.0004558,0
"QPCTL",0.032547674,0.017345074,0.038162789,0.003910593,0.010668415,0.007867077,0,0.00964383,0,0.006258526,0.007170968,0
"PPP5C",0.359137195,0.105541201,0.185449595,0.295946584,0.24560285,0.242236701,0.259025531,0.276044023,0.16353659,0.174478363,0.120887876,0.13870605
"CEP68",0.416377168,0.118978489,0.213786357,0.234695127,0.2395202,0.219688219,0.164458881,0.105467681,0,0.088956357,0.09712983,0.136639197
"MAP4K3",0.308073113,0.091174032,0.205974749,0.214967139,0.300276194,0.32090582,0.286973004,0.423721583,0.040399479,0.167728734,0.24769659,0.213519568
"ZBTB32",0,0,0,0.004057473,0,0,0,0,0,0.001340274,0.00065487,0
"TYROBP",0,4.672955651,0,0,0.014394269,0.007994112,0,0,0.080963044,0.001481851,0.004578015,0
"TMEM159",0.035540905,0.022306313,0.486446279,0.01269814,0.03903491,0,0.028623087,0.117418551,0,0.021059044,0.013342806,0.025582435
"GABRA3",0.268528271,0,0.128561422,0,0,0,0,0,0,0.000727628,0.00204047,0
"BRCA1",0.140516033,0.033692629,0.090076652,0.239805856,0.189525544,0.219435003,0.187144033,0.220545226,0,0.214038596,0.326984646,0.241779176
"ERCC1",0.55085762,1.06224755,0.367562247,0.524864575,0.405726127,0.468268663,0.291953958,0.5018756,0.460135577,0.422468945,0.370916204,0.236640894
"CD22",0,0,0,0,0,0,0,0.005221839,0,0.001070146,0.001259205,0
"SEMA3B",0.034505492,0,0.275938599,0.031508764,0.027383488,0.009902722,0.029430157,0,0.040399479,0.003025401,0.002509029,0
"MBTPS2",0.276049628,0.104276414,0.141054719,0.195563579,0.171628051,0.165372317,0.151003965,0.227577837,0,0.112244883,0.124812334,0.052455039
"PRICKLE3",0,0.060355025,0.033588566,0.004254469,0,0.007429539,0.007663844,0.004975582,0,0.000492235,0.002242862,0
"EXTL3",0.144762421,0,0.154069915,0.13570138,0.119969224,0.196692328,0.180475424,0.056666221,0.134001335,0.087796621,0.10439472,0.041276604
"NR1H4",0.010905875,0,0,0,0,0,0,0,0,0,0,0
"ELOVL5",0.300655015,0.656854959,1.463146308,0.17500501,0.29266837,0.150991723,0.130390704,0.159881675,0.111987867,0.05080592,0.050346561,0
"ALOX5",0,0.91228376,0.011544397,0,0,0,0,0,0,0,0,0
"KDM5D",0.159138404,0.059798521,0.088699825,0.091100231,0.077811752,0.137399796,0.175353974,0.066088647,0,0.072577299,0.093173815,0.091223165
"CALCOCO1",0.682021641,0.149781363,0.593604627,0.527173737,0.428851056,0.560142669,0.548752494,0.522477576,0.081926395,0.231774329,0.360841083,0.360269202
"UBR7",0.287351139,0.204591207,0.131336216,0.106078961,0.159006683,0.130166828,0.160810251,0.300989165,0.273971667,0.19432748,0.143120349,0.068303307
"MAP4K5",0.85205961,0.162889284,0.483310915,1.063870024,0.967138274,0.886533096,0.961823303,0.868190078,0.09707231,0.292534631,0.40374984,0.547406791
"EHD3",0.149057937,0.027664791,0.10501411,0.07961933,0.094944449,0.110351959,0.104313606,0.059129847,0.146450731,0.03783229,0.037009251,0
"PSMC4",0.623311295,0.813285561,0.516296572,0.724437505,0.506003283,0.681627778,0.707901488,0.394382544,0.297487509,0.65755295,0.41480968,0.538031566
"MAN2B2",0.128203711,0.082553966,0.171963153,0.121118228,0.084233283,0.034036865,0.036792327,0.059708791,0,0.039953986,0.032146059,0.049744578
"SLC7A14",0.43275057,0,0.034996739,0.429464144,0.234642202,0.394701867,0.420862199,0.012560348,0.069967853,0.004016237,0.004309777,0.02367316
"CLDN11",0.010831889,0,0.075802393,0,0.017661242,0,0.009035806,0.01430357,0,0.001588446,0.001141766,0
"SLC25A39",0.557757788,0.454778307,0.590201201,0.427223472,0.471258897,0.323929145,0.37873585,0.529595398,0.387188877,0.289024587,0.288167097,0.284355813
"MVP",0.05458603,0.322750961,0.033476248,0.163579079,0.095565352,0.034542724,0.104852818,0.034122417,0,0.021068254,0.010675682,0
"NUB1",0.799405396,0.449965443,0.665688896,0.492580632,0.385349844,0.562466402,0.56525383,0.327897393,0.102918735,0.453669872,0.388747545,0.245722401
"PGM3",0.245642001,0.11439309,0.259448849,0.274563552,0.218747742,0.320769121,0.181167429,0.260235308,0.066619358,0.25662469,0.200211451,0.118807
"RWDD2A",0.278729502,0.01993209,0.107138468,0.141911903,0.118397428,0.098911898,0.076900383,0.067980824,0,0.065544803,0.067064028,0
"CLK1",0.973638412,1.666838404,1.210225367,1.366692927,1.045679332,1.260709012,1.091786436,1.031711098,0.05903879,0.602835654,0.828373028,0.857981245
"POLR3B",0.158687321,0.041040466,0.068516237,0.079581375,0.090231281,0.083816133,0.066176953,0.162385308,0,0.0721369,0.108488327,0.115707443
"ANGEL1",0.046778158,0.091807936,0.086405062,0.044566757,0.028328911,0.066873793,0.020381752,0.128388473,0,0.083690796,0.079436409,0.072279828
"RNF14",0.678634762,0.190140909,0.483617017,0.288568706,0.392312793,0.55162813,0.418412924,0.361517428,0.757644407,0.258739484,0.170232891,0.197096837
"DNASE1L1",0.020113328,0.372075625,0.181851156,0.048460581,0.022153236,0.039098217,0.060653755,0.042315046,0,0.025968127,0.018251105,0.024208273
"DDX11",0.130633146,0.042259827,0.058210536,0.054382284,0.095720675,0.097995719,0.169136155,0.059905793,0,0.065388495,0.079301878,0.153103779
"HEBP1",0.335270938,0.335981903,0.582122274,0.122345115,1.70011104,0.167257782,0.132232724,0.125143376,0.07628448,0.031351534,0.026032693,0.020107976
"GPRC5A",0.011071483,0,0.021655183,0,0,0,0,0.003968867,0,0.000731341,0.000678267,0
"MAMLD1",0.053165395,0,0.033380656,0,0.047223692,0.008621347,0.041083971,0.101734648,0,0.0007234,0.000514968,0
"CD6",0.010976628,0.02609445,0,0.004314093,0.005961477,0,0,0.005212719,0,0.00097923,0.00201145,0
"TACC3",0.155822655,0.085083921,0.022374621,0.004840917,0.012569486,0,0.019811569,0.019801472,0.170609679,0.020368893,0.022515901,0.046016847
"UFL1",0.745817391,0.394512519,0.541676498,0.975119834,0.814586685,0.682111199,0.839584204,1.037368688,0.182171383,1.006007636,0.984777987,0.848852005
"POLA2",0.030671229,0.168333342,0.023948897,0.041255759,0.071133182,0.015689139,0.047104775,0.034029283,0,0.039598222,0.043224715,0.037995577
"ZC3H3",0.12854806,0.022908889,0.097061344,0.103211138,0.14304377,0.161661717,0.092315012,0.10627191,0,0.068912959,0.076351271,0.060125181
"CAPN1",0.328993109,0.415270302,0.334471757,0.022812523,0.081546697,0.049660639,0.135646526,0.073907882,0.04722319,0.086064905,0.109030968,0.089884823
"ACPP",0,0.036363978,0.004809102,0,0,0,0,0,0,0,0,0
"MDH1",2.095549709,0.803991628,1.336520588,2.647137897,1.671887033,2.136460055,1.877443998,1.648413052,2.446155855,1.902227981,1.32279148,0.878223586
"SLC30A9",1.115274235,0.294092892,0.532928764,0.876526531,0.791388573,0.782022521,0.563239731,1.217320116,0.55307221,0.678008086,0.48243516,0.353218729
"MTMR11",0.085275839,0,0.011305744,0.009226215,0.032449428,0.025897729,0.011681487,0.009731706,0,0.005000898,0.007495104,0
"COX15",0.144570667,0.212590382,0.185547413,0.275272498,0.113563958,0.139632489,0.181010526,0.232011271,0.108246379,0.15956031,0.111034714,0.022278433
"CCDC88C",0.024116313,0.021287871,0.113717699,0.004633014,0.010714394,0.008930026,0.01044858,0,0.047282117,0.004078999,0.005382212,0
"YAF2",1.535374103,0.826526608,1.313032927,1.285395668,1.18887524,0.874304272,0.890543679,1.642971113,0.879338548,1.241361245,1.022489515,0.994388966
"ZMYND11",0.785056077,0.299342701,0.550476304,0.553703596,0.566658979,0.690577659,0.542157198,0.556888418,0.172327443,0.22593627,0.229551204,0.285352613
"WAS",0.011683082,1.046086293,0,0.012851183,0.006412698,0.008159039,0,0.005157215,0,0.000608819,0,0
"DPEP1",0,0,0.004278141,0.030988621,0.105314644,0.115571224,0.048262639,0,0,0.001988552,0,0
"BID",0.204995261,0.763003536,0.049937577,0.004312984,0.006720412,0.01631618,0.009277512,0.010350585,0,0.00305599,0.001678054,0
"MATR3",0.112963514,0.040487058,0.048287087,0.089363228,0.066941319,0.083503328,0.083276365,0.063413967,0.044322336,0.023747949,0.054065735,0
"XYLT2",0.184111703,0.024385068,0.149529785,0.104343028,0.11247054,0.089961848,0.134211023,0.452113188,0,0.046408242,0.041964407,0.048459387
"RGPD5",0.07540265,0.06174154,0.044894985,0.075465365,0.087947443,0.124874187,0.030541306,0.032079733,0,0.021321337,0.032941125,0
"STMN4",2.076721417,0,0.117218657,1.153721441,0.958081317,0.793507133,1.498775509,0.012345942,0.473839805,0.01742054,0.005954006,0
"NUDCD3",0.946991101,0.130120868,0.652285131,0.706583133,0.6537812,0.562389524,0.738000531,0.583096343,0.245974972,0.334006518,0.484095177,0.407196493
"ISL1",0.81483739,0,0.0553601,4.08218052,0.220622827,2.120000835,2.546609709,0.02731619,0.177990013,0.012816762,0.01206882,0
