"","Neuron.Type.2","Undefined","Glutamatergic.neuron","Neuron.Type.1","Oligodendrocytes","Astrocytes.Type.1","GABA.ergic.neurons","Oligodendrocyte.progenitor.cells","Microglia","Endothelial.cells","Astrocyte.Type.2","Neuron.Type.3"
"DPY19L4",0.013840663,0.03025848,0.027495737,0.021339997,0.057404124,0.029308024,0.026125549,0.03531456,0.01821492,0.01481247,0.026430814,0.015905065
"DPYSL2",0.227601084,0.01120071,0.173104736,0.177534423,0.320754757,0.242920818,0.236206857,0.152620783,0.072884174,0.157482369,0.226950539,0.598032448
"DPYSL3",0.022072374,0.005530141,0.00926807,0.004208435,0.005019088,0.07645825,0.035683117,0.064297457,0.00430596,0.00695582,0.201611226,0.039994448
"DRAM2",0.021431736,0.066704876,0.015504219,0.016858749,0.024714405,0.030467228,0.022045702,0.042302367,0.078091559,0.054209977,0.06150439,0.002813326
"DRAP1",0.05722551,0.328107662,0.057908118,0.037643562,0.051373517,0.044377848,0.052039724,0.051322665,0.05190888,0.098849306,0.036778058,0.091379522
"DSEL",0.025648684,0.008762496,0.017074238,0.017867034,0.102732807,0.02347781,0.041170446,0.234308116,0.003874696,0.004922458,0.002640165,0.0212812
"DST",0.806510765,0.156291285,0.860393746,0.986570716,1.929747745,2.204886768,0.870256824,1.049142612,0.531022592,0.377557449,0.967766094,0.368354615
"DTNA",0.110670578,0.026600823,0.099154679,0.238974645,0.061583547,0.750393335,0.177129074,0.099672512,0.077447418,0.06096083,0.483318739,0.106802128
"DUSP1",0.01967698,0,0.011151745,0.021418798,0.012393646,0.069494028,0.016263983,0.081662725,0.289228123,0.814278493,0.596946294,0.014551657
"DUSP18",0.035877663,0.343172421,0.029719531,0.043204442,0.030580176,0.059814595,0.016201836,0.016703734,0.042155851,0.020622818,0.192480689,0.010246797
"DUT",0.122122454,0.412033688,0.094021024,0.070617368,0.090464832,0.084586802,0.100605567,0.09373998,0.093388336,0.111054036,0.074140367,0.065679602
"DYNC1LI2",0.200052575,0.029525717,0.221919863,0.165227524,0.321838391,0.168920044,0.188330304,0.171883627,0.11651318,0.201279942,0.142578708,0.220152225
"DYNC2H1",0.174730781,0.052158272,0.120202247,0.163520193,0.078356114,0.204162812,0.136463934,0.062085142,0.056958168,0.042381458,0.55579767,0.016300795
"DYNLL1",0.180039177,0.736536879,0.176841253,0.148963461,0.126450871,0.111102168,0.120603817,0.070402781,0.07074619,0.165266196,0.310323605,0.54414047
"ECHDC2",0.084963178,0.015071313,0.040174209,0.061482075,0.014850058,0.334955518,0.094524592,0.123761825,0.068694007,0.094152444,0.354142595,0.007110437
"ECI2",0.013878168,0.087258302,0.038994845,0.029219371,0.028242371,0.041527161,0.0229238,0.047826195,0.011020003,0.130462011,0.077633876,0.007883857
"EDF1",0.037088914,0.297080292,0.073462544,0.067709925,0.054699836,0.07745268,0.058445342,0.043411898,0.047081897,0.129258358,0.086337261,0.058793446
"EDIL3",0.037286509,0.012539837,0.067567327,0.253058833,0.666970195,0.061474286,0.065412102,0.32303771,0.032395562,0.053822724,0.033659172,0.077407871
"EDNRB",0.001433701,0.005154793,0.000660514,0.003320009,0.000889967,0.115717469,0.002733474,0.043459555,0.010565063,0.025889423,0.035629388,0
"EEA1",0.101842698,0.051075224,0.106046981,0.093978527,0.115664368,0.124369122,0.142378763,0.10713865,0.129303442,0.147208068,0.10463582,0.099732471
"EEF1D",0.094163812,0.382573279,0.07936708,0.064151877,0.095625047,0.147448975,0.069302088,0.080412163,0.069070816,0.244686129,0.122161627,0.015354732
"EEF2",0.073216612,0.411001131,0.065920973,0.056389728,0.102296771,0.057919479,0.092403091,0.124661497,0.081747249,0.262757456,0.119677122,0.187381279
"EFCAB14",0.029827046,0.029340471,0.038268226,0.029943298,0.080748996,0.048586209,0.046682133,0.052791886,0.096063718,0.119270792,0.050094578,0.032098921
"EFEMP1",0.000603837,0,0.001654086,0.004766483,0.002188887,0.089657749,0.005247383,0.002764581,0,0.069016889,0.215467306,0
"EFHD1",0.000648468,0,0.009702229,0.006968712,0.128965918,0.031292124,0.002823455,0.006102462,0.003610058,0.065689167,0.062322203,0.006462467
"EFS",0.002418941,0,0.001009224,0.003773945,0.056037964,0.030957383,0.003584827,0.092178018,0.003346603,0.024106312,0.035542489,0.005449395
"EGFL7",0.063560283,0.071403565,0.053383804,0.017965263,0.008073828,0.006319484,0.055584072,0.005172052,0.016844691,0.764477656,0,0.061011794
"EGFR",0.00220973,0.009730338,0.00534543,0.005737362,0.002911763,0.068742691,0.050677125,0.095214017,0,0.046680556,0.022005844,0
"EGLN3",0.000894526,0.010672134,0.000700028,0.00132256,0.041791169,0.037202506,0.005020833,0.020264,0,0,0.023746452,0.011198006
"EGR1",0.04166583,0,0.029683564,0.022289386,0.005596713,0.019223489,0.012057568,0.031858974,0.01896175,0.119812362,0.998434745,0.072348217
"EHMT1",0.057341714,0.080946748,0.058999527,0.071832799,0.068222848,0.082405433,0.049205425,0.058259451,0.051997665,0.063784034,0.054021696,0.009052744
"EIF1",0.126994766,1.012535715,0.123251108,0.157690218,0.177116846,0.152502392,0.161842167,0.119724205,0.103761398,0.443950781,0.230679402,0.312125507
"EIF1AX",0.054874855,0.181448244,0.050044914,0.055105658,0.038801251,0.033773468,0.091486781,0.070821483,0.054898217,0.101193789,0.053872693,0.213787947
"EIF2AK2",0.09547488,0.027150584,0.062279323,0.092705164,0.042801463,0.095331951,0.123046656,0.145601988,0.084990318,0.236144025,0.130052713,0.128781732
"EIF2S2",0.092893524,0.554929992,0.060392921,0.077057561,0.090051042,0.085894073,0.104214334,0.062114196,0.088151443,0.177395106,0.125886752,0.061280025
"EIF2S3",0.033356815,0.268377559,0.028767253,0.044521849,0.034528083,0.104029987,0.045993278,0.049346703,0.065717451,0.06332782,0.067847143,0.045326066
"EIF3A",0.141582102,0.21067702,0.165007005,0.203849017,0.109146622,0.113153889,0.162915377,0.086831455,0.16948529,0.305669154,0.129544481,0.172359894
"EIF3J",0.094376331,0.134714533,0.088997485,0.086046428,0.080962076,0.1024055,0.088896627,0.047838564,0.085695541,0.168443472,0.054819345,0.076979153
"EIF3K",0.063734938,0.311741373,0.071272214,0.05343673,0.044671889,0.064632276,0.063105031,0.081915075,0.039350033,0.124686634,0.112282339,0.046795626
"EIF5",0.134889533,0.114284969,0.119290042,0.134310548,0.114961427,0.139586141,0.127529037,0.071288981,0.111562446,0.199636378,0.199048038,0.239216634
"EIF5A",0.02812763,0.622757193,0.024416531,0.043408362,0.039799705,0.016999496,0.036046733,0.029188272,0.039872123,0.104815323,0.06671999,0.060457076
"EIF5B",0.263815009,0.361523678,0.310988402,0.25024361,0.209087072,0.19448759,0.290786305,0.177199318,0.247034999,0.250568032,0.153427719,0.160193386
"ELAVL3",0.280905831,0,0.345225148,0.28083612,0.299629664,0.094674026,0.382960269,0.172814209,0.029432509,0.065880577,0.051975732,0.299466008
"ELF2",0.077325464,0.039470054,0.051144985,0.089076714,0.108789032,0.078032049,0.071263454,0.058545151,0.12792078,0.105102032,0.090449056,0.014188024
"ELL2",0.069270199,0,0.03324061,0.069220315,0.127264224,0.038145595,0.04707479,0.025482097,0.074921369,0.066488453,0.029090688,0.03111138
"ELMO1",0.046951703,0.007802943,0.038236785,0.008262339,0.163945708,0.022867413,0.031359801,0.059357442,0.116213927,0.04205373,0.005171634,0.11913179
"ELMOD3",0.048297804,0,0.049781896,0.044468987,0.059221102,0.058323729,0.038758846,0.047016613,0.02279557,0.013801065,0.061458742,0
"ELN",0.007430942,0,0.011308779,0.002492866,0.016536978,0.117724862,0.01954426,0.038436401,0.005825414,0.057714402,0.211919997,0.007709189
"ELOVL1",0.012392962,0.00932531,0.015583749,0.020166974,0.118320324,0.024900431,0.013704536,0.020125121,0.020740584,0.045630392,0.030628358,0
"ELOVL5",0.012920298,0.04024221,0.011779791,0.016226635,0.071789967,0.059016052,0.021229117,0.057201585,0.011401997,0.065199201,0.039636401,0.006219967
"EMC10",0.027605512,0.024304892,0.021667503,0.022600652,0.07388884,0.028537443,0.047902802,0.077754279,0.028488545,0.02405367,0.100134899,0.023630261
"EMC2",0.055798971,0.042315979,0.022923868,0.054060164,0.112194953,0.090077613,0.060349234,0.060424145,0.054603543,0.080593735,0.103500173,0.013058694
"EMID1",0.010406132,0.014143373,0.00803562,0.007095408,0.001091426,0.063896004,0.02537658,0.081089722,0.004466985,0.003669822,0.006205144,0.00567714
"EML2",0.079019268,0.071137813,0.082699015,0.053504801,0.119482201,0.039754792,0.110019525,0.061347175,0.026642416,0.033157022,0.041723464,0.039031452
"EML4",0.068462952,0.060703805,0.061026073,0.046503628,0.023567371,0.047254727,0.050208263,0.054654287,0.213319505,0.057104131,0.041557844,0.014166292
"EMX2",0.000448985,0.004674406,0.002068041,0.001904498,0.002885467,0.162452562,0.003337263,0.003242424,0.013336283,0.022952324,0.043922455,0
"ENAH",0.070808527,0.067638095,0.13167982,0.087656639,0.083757965,0.082071107,0.101777894,0.057869259,0.019584366,0.060217809,0.091510611,0.116103765
"ENDOD1",0.028896578,0.006682907,0.037864253,0.016696056,0.167020312,0.052383469,0.051611267,0.048185308,0.012836775,0.098779455,0.021717628,0.03477098
"ENO1",0.093698157,0.630605724,0.114690291,0.104199236,0.06271626,0.212415232,0.102923323,0.133045869,0.044318392,0.131026356,0.514198271,0.144192201
"ENOSF1",0.014136423,0.084696603,0.017098297,0.093182263,0.245909694,0.095008297,0.025092813,0.070229203,0.056509719,0.041374455,0.165819498,0.004007788
"ENPP2",0.006205284,0.00922502,0.02615563,0.010034104,0.397517895,0.030581808,0.01548666,0.029254949,0.010562362,0.047414345,0.014320343,0.005438244
"ENPP4",0.051470494,0,0.041399928,0.027054468,0.130337548,0.03203807,0.040955703,0.051282369,0.016787514,0.050077101,0.052861041,0.034930624
"ENTPD1",0.002603972,0.011087958,0.004195146,0.004143247,0.006608044,0.061124904,0.007265506,0.007688758,0.211197828,0.091636309,0.0400135,0
"ENY2",0.038853203,0.443224763,0.048627163,0.037286978,0.035690969,0.034925116,0.052383353,0.032688166,0.039786408,0.129239409,0.035781812,0.056296863
"EPAS1",0.00332455,0,0.004085617,0.003768852,0.008384533,0.028326832,0.006230202,0.047880452,0.002814186,0.949636321,0.005171634,0
"EPB41L2",0.318558763,0.095664209,0.181392449,0.267917027,0.117675153,0.120167333,0.103575048,0.130174319,0.408097881,0.101557623,0.078048056,0.057874733
"EPC1",0.112339931,0.047186721,0.097176811,0.123882683,0.09718132,0.117634345,0.10802295,0.113288934,0.142646344,0.090281504,0.128875706,0.01417771
"EPHX1",0.002277598,0.007785204,0.02455421,0.012492223,0.029138122,0.061369845,0.005430564,0.032760023,0.014061979,0.081369577,0.085215523,0
"EPM2AIP1",0.106688575,0,0.091968575,0.107978451,0.112965137,0.115708153,0.110664566,0.09218486,0.069809663,0.060209426,0.144856644,0.133815327
"EPN2",0.073398424,0.09078532,0.093950007,0.109456055,0.200923791,0.107259704,0.063955622,0.895704297,0.057520721,0.111373478,0.078506309,0.026607172
"EPRS",0.12045558,0.132159108,0.102357328,0.127667538,0.112829912,0.111837671,0.163199337,0.083802884,0.064240801,0.132638543,0.087086036,0.08109332
"EPS15",0.103237021,0.033235803,0.16005558,0.035595021,0.170945814,0.103090388,0.076914694,0.041673876,0.079151582,0.07908012,0.100111486,0.172215399
"EPS8",0.00203388,0.025545724,0.006355804,0.00214446,0.015036496,0.047691872,0.021925829,0.07474878,0.045875305,0.169746343,0.058329843,0.005545577
"ERBB3",0.007379302,0.01716767,0.004241837,0.041419341,0.383483173,0.043134338,0.011588618,0.185567465,0.024041607,0.004734151,0.005575796,0.021312142
"ERBB4",0.011603976,0.009523549,0.006344056,0.00405859,0.046710737,0.121704589,0.441572252,0.110011191,0.005634186,0.013384979,0.049911242,0.017365728
"ERC1",0.070290338,0.031451048,0.202206827,0.087411012,0.032420831,0.064598666,0.113943557,0.067740103,0.079862238,0.059082132,0.060591933,0.033153146
"ERCC6L2",0.074273349,0.055775792,0.124367548,0.078589854,0.084816604,0.087704715,0.075485008,0.094575347,0.060645347,0.052466837,0.038140627,0.035153527
"ERGIC1",0.067825583,0.008886714,0.081432094,0.063788866,0.031415689,0.041589332,0.088946585,0.099848864,0.06281371,0.065261227,0.070986759,0.072274322
"ERGIC2",0.072162875,0.027604414,0.039111972,0.062943966,0.067243306,0.051835831,0.076989412,0.050354126,0.055770602,0.028961845,0.065660104,0.097466079
"ERH",0.026410261,0.577917448,0.030765073,0.037770311,0.025419294,0.030365657,0.031983804,0.056074363,0.023165097,0.07795448,0.086796293,0.075942843
"ERLEC1",0.078539612,0.057527138,0.046672045,0.067073366,0.06918854,0.075393756,0.106528993,0.126106499,0.060904862,0.088170921,0.076889955,0.096182094
"ERLIN2",0.013148032,0.006309389,0.024088145,0.015935666,0.025713916,0.053558909,0.0291224,0.046173596,0.025241606,0.012615795,0.119293271,0.022534634
"ERMN",0.006561981,0,0.013412364,0.020116726,0.39107922,0.046713907,0.009916937,0.036287879,0.049130528,0.018683638,0.018878885,0.011793252
"ESF1",0.186696238,0.277643345,0.169317393,0.14591971,0.116764198,0.100218246,0.152708458,0.130154118,0.169581192,0.128856392,0.147568116,0.045209939
"ETFB",0.023874109,0.146836069,0.02488905,0.022770664,0.044798073,0.04780623,0.019316399,0.040851227,0.004669557,0.081939321,0.040036734,0.045417113
"ETNPPL",0.004357518,0.008663045,0.001372504,0.010194042,0.008862951,0.424485483,0.007195317,0.002600759,0.005556008,0.016316787,0.008998831,0.002084327
"EVI2A",0.004509424,0,0.004698129,0.006850102,0.205301028,0.021039229,0.004900708,0.014492063,0.038968635,0.013555849,0.007693239,0.002785747
"EVI5L",0.01829665,0.004852239,0.029592059,0.018067538,0.065147472,0.015898893,0.035942193,0.078465992,0,0.014264955,0.021318168,0.020274936
"EXOC1",0.147889552,0.077966787,0.123057155,0.114023015,0.113397563,0.138383524,0.14630909,0.130758588,0.127097327,0.102520367,0.136922339,0.050018583
"EXOC6B",0.040648799,0.007649618,0.064840621,0.042712828,0.083082394,0.04989682,0.054372602,0.039417453,0.016188344,0.028851694,0.018914692,0.054714121
"EXOSC10",0.135637652,0.174936342,0.115985583,0.110064244,0.089547355,0.132882069,0.145683143,0.157021516,0.047157485,0.053845748,0.083160283,0.003464345
"EXOSC8",0.020350088,0.578581805,0.012807967,0.017595172,0.036807813,0.041843332,0.02322155,0.05335501,0.028799496,0.018788077,0.041001007,0.002517885
"EZH1",0.135112146,0.09541469,0.093877617,0.113436216,0.164876044,0.120954032,0.104306608,0.100147925,0.087320138,0.075937214,0.065986215,0.017040064
"EZR",0.003123815,0.08061407,0.007363648,0.012454992,0.006090462,0.242439606,0.001989456,0.010165407,0.022953623,0.076169615,0.458078156,0.003217721
"F3",0.001348269,0.017675202,0.003959469,0.005349856,0.004503847,0.260627642,0.011241705,0.041646429,0.014259438,0.023886472,0.062505986,0.003524625
"FA2H",0.001456157,0,0.006768605,0.007175434,0.230285635,0.019150705,0.003604202,0.06108768,0.013324335,0.00768085,0.01078326,0
"FAAH",0.06454348,0.0085311,0.175393261,0.147144112,0.083420516,0.021757439,0.059473837,0.035406598,0.021621421,0.038996099,0.014450612,0.010714904
"FADS1",0.048976578,0.02342462,0.047206424,0.041467921,0.157653749,0.117209085,0.07378224,0.060175015,0.038272272,0.071012764,0.067033012,0.020109105
"FADS2",0.026584338,0,0.030298236,0.014959288,0.029820232,0.164462046,0.02889879,0.138055895,0.020034137,0.021726119,0.066508752,0.008936932
"FAM102A",0.034134166,0,0.026602297,0.022822048,0.109937197,0.050817361,0.02499631,0.059452301,0.025088127,0.032264631,0.034809192,0.025016218
"FAM107A",0.014266957,0.023181281,0.089449771,0.058296652,0.014605537,0.307571762,0.04025838,0.003933521,0.01389062,0.430319808,0.119271189,0.048829719
"FAM107B",0.000700581,0.02029347,0.006287009,0.081426932,0.259688791,0.016616605,0.009136844,0.010273264,0,0.033873955,0.045777527,0.00313721
"FAM111A",0.001303855,0,0.003079914,0.002014999,0.010203119,0.034536136,0.002178278,0.028135543,0.100940646,0.055568797,0.093236048,0
"FAM118A",0.054923258,0.005530141,0.055700154,0.191766715,0.050877254,0.104096514,0.037699274,0.039754186,0.165058287,0.11343947,0.453446637,0.016294349
"FAM124A",0.012559438,0,0.013708609,0.016119519,0.072536335,0.011495911,0.007641457,0.013851372,0.005552717,0.016913014,0.036973492,0.011941005
"FAM126A",0.01405327,0.007649618,0.121176953,0.052637189,0.065830918,0.026611356,0.013183055,0.035676725,0.045829157,0.025671486,0.006905059,0.013653349
"FAM133B",0.119185429,0.168440699,0.11364,0.147852772,0.152358519,0.115411106,0.125682248,0.124083325,0.178804227,0.100123225,0.142817483,0.051735338
"FAM13B",0.123207842,0.036386269,0.127851057,0.114551003,0.125374185,0.071376887,0.141691696,0.082410277,0.101991981,0.06433584,0.024999665,0.09609571
"FAM13C",0.049206085,0.00787904,0.062859345,0.016256898,0.144871584,0.043570095,0.05052539,0.054688533,0.012558342,0.024949553,0.057171739,0.021481616
"FAM171A1",0.112290557,0.01414123,0.162347404,0.111292493,0.105334678,0.135660511,0.061209109,0.046526015,0.015728644,0.021103788,0.067822566,0.110807341
"FAM171B",0.151125682,0.01034818,0.14552421,0.190258208,0.074934996,0.233487291,0.126633913,0.146634212,0.025764249,0.037950379,0.114688315,0.135067279
"FAM172A",0.065262956,0.048668285,0.06175808,0.067050365,0.063192457,0.05810079,0.089971407,0.071429718,0.041565772,0.03602178,0.08129398,0.02811435
"FAM177A1",0.063740847,0.071146068,0.048925707,0.054345325,0.119912426,0.068933929,0.102926643,0.032719648,0.06390913,0.103049769,0.022925491,0.051781751
"FAM181B",0.001636565,0,0.005565677,0.004017779,0.021327948,0.094622371,0.004773079,0.063251406,0.00395301,0.010984308,0.14092136,0.004654818
"FAM184A",0.06225458,0.03178638,0.064568139,0.064839693,0.018427407,0.234268928,0.083045583,0.047372494,0.011694828,0.026505698,0.279648659,0.011654089
"FAM189A2",0.001449691,0,0.002814538,0.001283969,0.003351761,0.216893792,0.00356823,0.002317205,0.003346603,0.036226211,0.115926809,0
"FAM192A",0.052159291,0.102361641,0.044568428,0.042665323,0.066381119,0.049713744,0.061819976,0.034330281,0.0712278,0.060904399,0.073970732,0.076741663
"FAM193B",0.078450395,0.033418476,0.158242921,0.157470407,0.049271968,0.075488912,0.098929179,0.054806797,0.081990075,0.062103866,0.040287084,0.029480488
"FAM214A",0.046487179,0,0.052632599,0.079125312,0.067438174,0.06878726,0.060879745,0.050190455,0.049888504,0.072033851,0.031450949,0.026790773
"FAM221A",0.017646572,0.009739777,0.023988552,0.028056485,0.065221008,0.039444911,0.031166749,0.034877138,0,0.027272767,0.036465172,0.009892314
"FAM227A",0.087962334,0.014780401,0.124891024,0.067921774,0.00570151,0.110585265,0.046949719,0.015445033,0.030313169,0.003823287,0.433622435,0.008420363
"FAM228B",0.102497479,0.013908148,0.088815265,0.053630989,0.086947459,0.068160645,0.092751584,0.036431318,0.098437928,0.025226768,0.097838793,0.057242219
"FAM229B",0.029311064,0.14378883,0.028697697,0.033367908,0.043401799,0.062938084,0.03466952,0.035452369,0.00617265,0.019702832,0.214316669,0.0294523
"FAM50A",0.087661224,0.328517932,0.100036069,0.084319769,0.098506493,0.077245284,0.100024034,0.060701984,0.101433151,0.146558655,0.037122839,0.020504386
"FAM53B",0.033585004,0.008363018,0.019257454,0.026808959,0.061361431,0.01742398,0.01797317,0.013463835,0.037831245,0.011103123,0.015098066,0.028740634
"FAN1",0.066510972,0.009743343,0.068809331,0.049785028,0.089915052,0.061346825,0.073323619,0.068900246,0.051641007,0.029505462,0.032555689,0.017806974
"FANCL",0.045247573,0.052877832,0.02775663,0.040009428,0.078344197,0.024321219,0.053585226,0.01397713,0.035996423,0.056030397,0.046958459,0
