"","Neuron.Type.2","Undefined","Glutamatergic.neuron","Neuron.Type.1","Oligodendrocytes","Astrocytes.Type.1","GABA.ergic.neurons","Oligodendrocyte.progenitor.cells","Microglia","Endothelial.cells","Astrocyte.Type.2","Neuron.Type.3"
"SECISBP2L",0.203909591,0.025962359,0.320598332,0.26080592,0.419400271,0.13504112,0.131650382,0.113816411,0.074733044,0.153218226,0.146598102,0.179908477
"SEL1L",0.058322861,0.018982545,0.050361315,0.052881611,0.088869784,0.066678913,0.064963167,0.124601321,0.05838652,0.082346026,0.139560022,0.057814002
"SELENBP1",0.001125826,0.023903792,0.007752189,0.003602109,0.011823812,0.076932356,0.001981973,0.003025692,0.006762806,0.044293978,0.047323349,0.008535469
"SEMA3B",0.006528325,0.042057287,0.007738635,0.010832912,0.241464017,0.189632441,0.010973909,0.02943756,0.026062358,0.073346529,0.048918227,0.006343857
"SEMA4C",0.047343081,0.006767235,0.011870502,0.023150859,0.069930766,0.021506697,0.025979005,0.043551853,0.066781707,0.065620845,0.030123875,0.03821357
"SEMA4D",0.046329229,0.022762537,0.027520283,0.080386691,0.177668784,0.056416678,0.029970561,0.042115872,0.09047132,0.007044128,0,0.040199789
"SEMA5A",0.013596567,0.016577949,0.015506447,0.287034088,0.02166927,0.015399477,0.047013332,0.350052605,0.028420995,0.027304328,0.022682001,0.033565072
"SEMA6A",0.018753354,0,0.033415548,0.015971959,0.231908879,0.088017542,0.033206713,0.104332425,0.009264727,0.083347632,0.020080554,0.010187223
"SENP6",0.194989505,0.068674429,0.172529771,0.216570788,0.177922756,0.188248879,0.207761332,0.199247847,0.194357066,0.147246267,0.283736362,0.059580588
"SENP7",0.065331318,0.053166933,0.048314738,0.050533507,0.106333836,0.088357098,0.092376838,0.130302737,0.074025649,0.117075936,0.080028734,0.013732774
"2-Sep",0.141718586,0.125446119,0.166284415,0.107154669,0.145074461,0.173049148,0.127445379,0.186329924,0.1311213,0.197316017,0.140730198,0.027226137
"4-Sep",0.039229915,0.022312344,0.067415622,0.031118777,0.372564928,0.174116668,0.089703852,0.0532043,0.047033712,0.05298757,0.041754238,0.0539999
"7-Sep",0.33247564,0.128575201,0.176505857,0.167820417,0.891932652,0.368790588,0.306215176,0.224665053,0.157235689,0.333969077,0.171772539,0.381963182
"8-Sep",0.143361163,0.018109135,0.131132984,0.077948139,0.276323447,0.143362888,0.118036774,0.251367696,0.031555358,0.063847012,0.048672059,0.139708581
"SERBP1",0.051891265,0.615518944,0.050284004,0.052420619,0.053671589,0.055526534,0.063935312,0.069233318,0.078581149,0.155109056,0.113785391,0.053300567
"SERF2",0.059800709,1.665573813,0.081907747,0.069432357,0.113058916,0.161329346,0.070009181,0.135510344,0.117101532,0.339751628,0.172911957,0.20099995
"SERINC5",0.02171116,0,0.013249949,0.005728114,0.04969705,0.047791445,0.032598796,0.076610062,0.024378824,0.04567661,0.011151982,0.007883857
"SERPINB6",0.018188645,0.025395868,0.020925021,0.014371522,0.038868437,0.046968065,0.029751368,0.050990154,0.080487777,0.280584006,0.087367354,0
"SERPINE2",0.042714536,0,0.036755888,0.00529346,0.019687608,0.213751132,0.024778462,0.430167019,0.027612987,0.037910507,0.078614091,0.053109769
"SESTD1",0.071476754,0.012757279,0.072607611,0.049368419,0.116384439,0.047515065,0.081052163,0.063306511,0.012457174,0.126041685,0.023499837,0.049590813
"SET",0.058404955,0.376212132,0.044788393,0.089071149,0.074994505,0.056931786,0.086789445,0.068283046,0.03231388,0.174053308,0.065644576,0.147635204
"SETD2",0.210366893,0.079300489,0.212689489,0.185902711,0.138879193,0.137270916,0.162877581,0.152147288,0.1558025,0.176024792,0.141334743,0.071324266
"SETD5",0.253568767,0.155320444,0.25690209,0.216903586,0.126739867,0.214552504,0.269198383,0.430659182,0.176913689,0.195186599,0.085240389,0.057655589
"SETX",0.121796086,0.052839874,0.140388828,0.163845485,0.128063141,0.118054234,0.112704877,0.122263031,0.253745702,0.158254146,0.110855825,0.067868169
"SF1",0.100508239,0.052766521,0.090019075,0.122080702,0.119377275,0.133042145,0.086597986,0.079606093,0.096148142,0.135424447,0.137222633,0.027651249
"SF3A3",0.041344609,0.073269407,0.033629894,0.036448502,0.031046696,0.041968482,0.033137581,0.052801266,0.084205324,0.067679426,0.055460631,0.038786032
"SF3B1",0.217014798,0.153498051,0.268585295,0.246169812,0.203241298,0.185655122,0.224231229,0.252243316,0.280800013,0.294412908,0.122947474,0.072685164
"SF3B2",0.130217117,0.2074664,0.145476562,0.14772437,0.19008785,0.153892088,0.182439395,0.117827944,0.146288318,0.15105497,0.25272886,0.090945617
"SFPQ",0.378784472,0.194419806,0.351231787,0.456270571,0.221612071,0.397747608,0.358044413,0.509079455,0.25194809,0.287910888,0.239318207,0.088071234
"SFRP1",0.000464357,0,0,0,0.036877759,0.005899164,0.030904803,0.025863165,0,0.016840047,0,0
"SFSWAP",0.261608531,0.0616003,0.242391329,0.139265537,0.256994822,0.257261173,0.23133664,0.18881207,0.196224306,0.107917798,0.129194349,0.022830566
"SFT2D1",0.028019346,0.145783548,0.035496688,0.022995573,0.04061778,0.02824757,0.014163725,0.057150205,0.021640529,0.047217511,0.0409404,0.015605886
"SFXN5",0.109252877,0.029833275,0.055337649,0.032848656,0.025592749,0.307425203,0.062941514,0.024091322,0.023509134,0.017477653,0.063322876,0.032522978
"SGCB",0.036539169,0.045700976,0.026795748,0.036698509,0.065978784,0.033497815,0.057051375,0.067173433,0.022318034,0.065616279,0.061673855,0.060647535
"SGK1",0.017978561,0.013915555,0.058466352,0.049093215,0.270289092,0.043860372,0.062813036,0.179155551,0.210171401,0.017668487,0.028001276,0
"SGK3",0.036133741,0.017171502,0.035673879,0.044750344,0.161687414,0.114357582,0.021029911,0.087356085,0.068211856,0.074202478,0.033146387,0
"SGMS1",0.01343493,0.005454216,0.028961004,0.022194058,0.0424418,0.016422502,0.015788847,0.057862749,0.026187985,0.111577637,0.030620855,0.002980033
"SH3BP2",0.006408068,0.030447986,0.011349297,0.004292441,0.006123289,0.109664973,0.01226912,0.010272421,0.088326515,0.043962042,0.014803529,0
"SH3D19",0.01946291,0.02289874,0.0068051,0.006910868,0.091222482,0.010461634,0.010448769,0.097620586,0.003415086,0.042845881,0.053203385,0.003598532
"SH3GL3",0.069912591,0.018704055,0.088833103,0.078142007,0.128889526,0.018266734,0.074300169,0.018338472,0.009526544,0.008915631,0.024917764,0.068009488
"SH3GLB1",0.071833439,0.058966325,0.072725632,0.051335348,0.056779781,0.053986972,0.057537376,0.051042647,0.023321016,0.102277918,0.041138597,0.022429714
"SH3GLB2",0.093988584,0.03988692,0.085368969,0.136783266,0.204338146,0.069308279,0.055255212,0.112081662,0.052384255,0.07107522,0.055242985,0.094075974
"SH3KBP1",0.072982909,0.018694784,0.066234889,0.042112402,0.073960766,0.019241677,0.106786381,0.043692406,0.071775962,0.06618762,0.004375219,0.093788628
"SH3TC2",0.001138899,0,0.003496628,0.002802142,0.067396186,0.005847991,0.001837249,0.008367003,0,0.005528226,0,0
"SHC2",0.153612721,0.040768618,0.175987538,0.101148883,0.046193327,0.131574378,0.197981229,0.162624332,0.050151515,0.160697558,0.008960825,0.035394638
"SHC4",0.00633704,0,0.005845488,0.001038604,0.126488789,0.047392017,0.004774367,0.038534417,0.002849875,0.002958271,0.02614845,0.00313721
"SHISA4",0.024663045,0,0.022542046,0.049175427,0.039312311,0.044924811,0.023830877,0.113021095,0.017746451,0.016244287,0.037161687,0.089926711
"SHPRH",0.186988101,0,0.15385325,0.180220243,0.132558605,0.144558728,0.188270202,0.185789934,0.168989977,0.115431972,0.102492833,0.008945211
"SHROOM1",0.013681288,0,0.007059614,0.007737118,0.097205245,0.052316181,0.010341924,0.043498263,0,0.160718667,0.004527263,0
"SHROOM4",0.003483532,0.006616217,0.008093784,0.006072527,0.093719532,0.012075176,0.003802623,0.049945019,0,0.089842651,0,0
"SIK3",0.083768042,0.008363018,0.079365611,0.105641961,0.21576865,0.080012591,0.091550668,0.103541038,0.034186122,0.049202129,0.059317629,0.029088212
"SIL1",0.021503852,0.006684168,0.0225433,0.025507546,0.026193277,0.029042382,0.022512512,0.037261169,0.037484807,0.049107985,0.052751467,0
"SIRT2",0.11299139,0.015616954,0.05621328,0.084651273,0.211196563,0.081192873,0.100514301,0.254884801,0.066693994,0.060777239,0.086709874,0.070101942
"SKIL",0.086790954,0.046262355,0.059141649,0.068911231,0.041338934,0.038883649,0.033265941,0.034524743,0.253183767,0.149734633,0.108956758,0.051347548
"SLAIN1",0.013855996,0.021783295,0.027598543,0.023162016,0.187179561,0.0298702,0.016735203,0.095668074,0.008460384,0.011879589,0.023530761,0
"SLC11A1",0.006159517,0.018229931,0.011907331,0.009740297,0.013426554,0.017011378,0.007925953,0.005730212,0.334121616,0.005025542,0,0
"SLC11A2",0.059969788,0.014258142,0.056479269,0.07048808,0.106272592,0.055379402,0.053601799,0.060918846,0.10499157,0.02263669,0.048963797,0.023032053
"SLC12A2",0.1470226,0.043537376,0.111002032,0.059711487,0.324544466,0.044110826,0.077528597,0.099549194,0.005282438,0.284713319,0.036983731,0.055330935
"SLC12A9",0.034826015,0.016908661,0.044886942,0.035052329,0.065958939,0.038980242,0.047197102,0.092024205,0.063041052,0.029600763,0.025377774,0
"SLC13A3",0.040010254,0.005969846,0.059039771,0.019319265,0.066861661,0.033621752,0.024434249,0.003595126,0.005925185,0.003784391,0,0.003520785
"SLC14A1",0.001512267,0.016580967,0.016319097,0.009471522,0.010335865,0.726573096,0.006293961,0.006513327,0.031927384,0.019237749,0.310311084,0.00313721
"SLC15A2",0.024438221,0,0.0241615,0.009640506,0.004415835,0.12720958,0.018405569,0.020802178,0.084816537,0.012469687,0.09710734,0.004007788
"SLC16A1",0.01641868,0.068386242,0.018890768,0.011348485,0.054524937,0.024379,0.024584872,0.053967265,0.013897115,0.680542808,0.136533072,0.014632171
"SLC16A9",0.001620771,0,0.023973199,0.008094601,0.001520833,0.103724174,0.005034494,0.005193209,0,0.003436602,0.085793568,0
"SLC18B1",0.032854782,0.023878116,0.037423783,0.029371123,0.01012596,0.118711093,0.031152553,0.078691357,0.016353392,0.019207469,0.146382764,0
"SLC1A2",0.04612483,0.032254273,0.064201084,0.151705511,0.037177196,1.277920388,0.074308959,0.333373035,0.066244285,0.102854516,0.088133131,0.052065821
"SLC1A3",0.011510871,0.026274597,0.025362966,0.031721124,0.153442697,1.111352179,0.009659086,0.2528227,0.806682407,0.145729025,1.096716329,0.015138206
"SLC1A4",0.029000079,0.007359321,0.010006543,0.029112128,0.007496966,0.113477123,0.029092122,0.015008993,0.030628833,0.004641837,0.046956608,0.030404986
"SLC22A15",0.019865685,0,0.044948596,0.025406999,0.073808881,0.033222903,0.027112228,0.047421789,0,0.009460906,0.06679838,0.026391996
"SLC22A17",0.199811801,0.050687271,0.229309185,0.253417749,0.127881208,0.115601395,0.318155074,0.427247474,0.020696818,0.071370799,0.244297337,0.201621582
"SLC24A2",0.159269469,0.004701116,0.136193146,0.168253033,0.333217552,0.038984887,0.192804897,0.080872995,0.01823065,0.028824639,0,0.308490227
"SLC25A13",0.017771224,0.042544538,0.008332094,0.004744293,0.073427182,0.032533252,0.013105309,0.021391006,0.070533208,0.027384444,0.049750905,0.003592759
"SLC25A18",0.006131753,0.048821337,0.013256584,0.010644278,0.012781815,0.368771447,0.00409737,0.017618328,0.011332909,0,0.05982134,0
"SLC25A27",0.058681561,0.004250486,0.05444903,0.04815776,0.070009221,0.082648368,0.048552943,0.134916363,0.028289698,0.033754699,0.057157719,0.019792554
"SLC25A29",0.125260396,0.051904336,0.164051381,0.099269289,0.115359623,0.199417455,0.11322084,0.105472339,0.083251353,0.099140479,0.232221898,0.013853423
"SLC25A37",0.123598155,0.050405965,0.090394854,0.08972166,0.040826732,0.180415577,0.063003332,0.07299602,0.348512119,0.047903548,0.095864214,0.040615183
"SLC25A5",0.027356757,0.916223522,0.02055779,0.012329111,0.013014054,0.029473383,0.035098729,0.045853025,0.004575327,0.10636582,0.048376121,0.10216712
"SLC27A1",0.061627885,0.032987814,0.043238996,0.056430921,0.093483558,0.137358886,0.077852126,0.065677505,0.049701758,0.04673776,0.059248609,0.019336263
"SLC2A1",0.018684384,0.038745927,0.022773203,0.015638567,0.034486831,0.03037383,0.037848106,0.037736788,0.007902067,1.082169051,0.023290509,0.035161239
"SLC2A3",0.063793725,0.005154793,0.058704178,0.091874904,0.014182999,0.023457984,0.050172897,0.010566262,0.159844093,0.532188103,0.005850504,0.075221124
"SLC2A5",0.002396671,0,0.006739115,0.005375928,0.004848685,0.015545916,0.002895298,0.012724499,0.290008427,0.004431005,0.018568562,0
"SLC31A2",0.006482519,0.007980198,0.008072479,0.00828726,0.205966829,0.027492646,0.010187823,0.016046314,0.019981873,0.016177325,0.008030513,0
"SLC35A3",0.038836786,0.036561213,0.032203379,0.034524271,0.048081902,0.028708083,0.045193939,0.046239902,0.025902933,0.038043436,0.076265074,0.008274239
"SLC35B3",0.018817278,0.029059327,0.021635692,0.023411953,0.061272731,0.031831504,0.022539872,0.037908743,0.008132872,0.010042389,0.019063862,0.013159175
"SLC35E3",0.111836737,0.018737509,0.087707244,0.059484569,0.077723301,0.054388152,0.096590516,0.0566124,0.097755624,0.021828305,0.037486652,0.033296639
"SLC38A2",0.063635646,0.16266567,0.049049404,0.051068062,0.197301888,0.072198133,0.066475096,0.1190083,0.187562742,0.248490079,0.07358434,0.081999293
"SLC39A6",0.029450606,0.004671909,0.024711497,0.013340244,0.055052946,0.021809232,0.067225974,0.079067992,0.02505229,0.022219398,0.058686295,0.01906016
"SLC3A2",0.020799303,0.123518431,0.027604018,0.026186524,0.00984812,0.137627327,0.042043899,0.058012134,0.019727522,0.275424191,0.096580435,0.032923205
"SLC41A1",0.011498523,0,0.01511766,0.007125032,0.012978404,0.050016736,0.024457827,0.044524728,0.009065073,0.056779578,0.101710978,0.010420644
"SLC44A1",0.147666665,0.0294539,0.120442524,0.123717408,0.992497074,0.163500236,0.085795374,0.194256958,0.072153374,0.121044245,0.44991797,0.025727567
"SLC44A2",0.036607015,0.037110123,0.046045176,0.03696255,0.040640773,0.080660752,0.0434315,0.096129867,0.045045262,0.060647454,0.049085876,0.012213119
"SLC48A1",0.028093386,0.010306456,0.022296398,0.025901885,0.159355095,0.087338506,0.018344881,0.054178044,0.023273863,0.033709886,0.039157712,0.03505106
"SLC4A4",0.027529101,0,0.006104998,0.051411652,0.003588761,0.247194746,0.02768247,0.019413742,0.005427638,0.007559793,0.036433029,0.016935877
"SLC5A11",0.001464427,0,0,0.003098932,0.162034986,0.001159929,0.00255591,0.018341705,0.007700267,0.003699913,0,0
"SLC6A1",0.022520123,0,0.01708616,0.015381524,0.122916246,0.199481808,0.645661544,0.319431639,0.030029118,0.32723391,0.079059788,0.009968588
"SLC6A8",0.024252607,0.016737487,0.027479793,0.031545543,0.068170813,0.034012094,0.032565399,0.027442412,0.002253979,0.011012572,0.057711815,0.050415699
"SLC7A11",0.005937363,0.007681882,0.017892395,0.045698846,0.004947754,0.217016539,0.008340789,0.012067773,0.010353378,0.165308552,0.268028471,0
"SLCO1A2",0.004935403,0,0.011712321,0.011826974,0.39304122,0.03909641,0.004859763,0.027859436,0.011700646,0.210917651,0.003894134,0.008669694
"SLCO1C1",0.001237447,0.010750995,0.001924444,0.002363579,0.00276358,0.135063065,0.003609583,0.002056256,0,0.005608156,0.003032847,0
"SLCO2B1",0.002056359,0,0.008058583,0.004360666,0.01059173,0.008886313,0.005463162,0.008251271,0.330078184,0.353060346,0,0
"SLCO3A1",0.038958082,0,0.138303687,0.111503237,0.212078462,0.043760498,0.066208588,0.024144716,0.019181336,0.087900368,0.067542773,0.023465274
"SLFN5",0.026094865,0,0.035296578,0.02731458,0.064108904,0.019974981,0.028199487,0.023694682,0.039923725,0.113191927,0.022304397,0.020617495
"SLIRP",0.107354969,2.485840097,0.03586142,0.048200686,0.062513848,0.035022262,0.063655145,0.059041065,0.021264528,0.112503526,0.025280173,0.071267987
"SLITRK2",0.014695956,0.008363018,0.032662867,0.035116161,0.039050255,0.067563721,0.038123191,0.132985808,0.004380102,0.008350527,0,0.015152089
"SLK",0.121177154,0.042134781,0.081761764,0.174561338,0.142539722,0.120153715,0.117297985,0.090775872,0.098376108,0.232655646,0.122421393,0.112821257
"SLTM",0.249270156,0.13082059,0.222082942,0.24220094,0.345200464,0.258783651,0.257278034,0.243055611,0.350668094,0.289599223,0.243663669,0.082647937
"SMAD5",0.037199703,0.043816222,0.024727788,0.037924706,0.061444633,0.04809664,0.050828108,0.050163351,0.057211645,0.030497426,0.085297948,0.012676154
"SMARCA1",0.095001913,0.085804421,0.328228811,0.202051305,0.025296753,0.076554283,0.079634789,0.061693977,0.113524509,0.067407881,0.066985041,0.040575504
"SMARCA5",0.106606653,0.09706143,0.105024995,0.127623959,0.175704077,0.103988505,0.136253462,0.118944949,0.061193351,0.110774651,0.101675634,0.091603422
"SMARCC1",0.098286627,0.109653314,0.05624949,0.058955141,0.079360584,0.067362031,0.067172765,0.083285504,0.072112148,0.103392238,0.059717572,0.022678246
"SMARCC2",0.133472628,0.07500289,0.096007393,0.138714206,0.083453487,0.121184363,0.133716038,0.11178845,0.114700705,0.122438547,0.109973746,0.096982653
"SMARCD2",0.060277303,0.029692876,0.072318572,0.064140044,0.0488175,0.091024971,0.040561004,0.059606957,0.025223436,0.083993249,0.039027319,0.012783963
"SMARCE1",0.069094803,0.06836351,0.060977955,0.072000859,0.081050849,0.066141927,0.09355909,0.060680337,0.063084158,0.088882136,0.052282766,0.025122833
"SMC1A",0.034990752,0.181239941,0.016461153,0.033811861,0.038369518,0.04038635,0.049156674,0.022922859,0.041315725,0.080400324,0.040384121,0.01600364
"SMC2",0.039272985,0.061015279,0.047317549,0.035691752,0.058578244,0.028546158,0.057847551,0.04683676,0.051351509,0.046823063,0.01579127,0.059313794
"SMC3",0.084925906,0.158657287,0.090774127,0.091712817,0.104143884,0.094276157,0.097475142,0.079151027,0.0750241,0.159603469,0.085650652,0.013483605
"SMC4",0.016686571,0.306136934,0.017675505,0.020984677,0.070509437,0.029767975,0.010395112,0.034230865,0.057834168,0.031616158,0.015671592,0.002087933
"SMC5",0.100117895,0.061807445,0.107168038,0.090787059,0.119379484,0.113174461,0.078587752,0.090049989,0.152104673,0.099190601,0.23999334,0.008621208
"SMC6",0.150572202,0.095986037,0.140528891,0.150928062,0.107959456,0.080859018,0.116582306,0.124625996,0.047954877,0.074848451,0.101850967,0.03209776
"SMCHD1",0.13135544,0.035988272,0.137168675,0.10498087,0.093490062,0.09444587,0.161215344,0.123436085,0.083127055,0.218708021,0.064121147,0.03962871
"SMOC1",0.003834926,0,0.006833029,0.007897274,0.044485299,0.025815939,0.033530737,0.897125984,0.004842632,0.00818015,0.220717824,0
"SMTN",0.00106331,0.020144997,0.002872412,0.002929484,0.012525723,0.057438342,0.010599043,0.012412171,0.009576549,0.117188736,0,0
"SMURF2",0.038497128,0.01504367,0.0465748,0.04667414,0.033394504,0.05017822,0.024203241,0.074109598,0.089800153,0.049008175,0.026133708,0.011000577
"SNAP23",0.027430213,0.02636812,0.015303903,0.033209203,0.041683274,0.043459571,0.022735485,0.063197618,0.054673917,0.067976089,0.041980646,0
"SNAP25",0.679297411,0.056259776,0.942148803,0.989129996,0.070117734,0.130415525,0.579504893,0.151458177,0.156247174,0.109494607,0.096997028,1.713924853
"SNHG8",0.03189998,0.687439404,0.030521191,0.031408293,0.027885587,0.030421483,0.022196382,0.01237936,0.031747101,0.059521266,0.019189522,0.011690198
"SNHG9",0.041632727,0.847382148,0.044423183,0.058195262,0.034542046,0.037538052,0.033438818,0.05484392,0.044751538,0.052816795,0.007442014,0
"SNRNP35",0.023521305,0.013517811,0.026274289,0.035071051,0.033947157,0.041428504,0.028068527,0.020122858,0.035152029,0.045391024,0.030249513,0.002942269
"SNRNP70",0.404573853,0.143758842,0.368772049,0.37158094,0.318523779,0.386149909,0.397561602,0.250863113,0.222490353,0.157699906,0.193509482,0.04836443
"SNRPB",0.024511652,0.872025295,0.007889525,0.019417995,0.019444073,0.010211576,0.029864099,0.024871743,0.031835172,0.057585904,0.005205898,0.014735775
"SNRPC",0.019716782,0.669573727,0.024678835,0.02460594,0.017247658,0.020572069,0.023357243,0.042693911,0.017041996,0.066166337,0.008286943,0.019967973
"SNRPD1",0.025804868,0.963049432,0.005338301,0.018802105,0.009393573,0.015500201,0.016457628,0.013421915,0.006034917,0.052744225,0.026183266,0.029451471
"SNRPD2",0.080462971,2.14094271,0.054997579,0.048104417,0.045467978,0.034241358,0.068213747,0.050799134,0.043537792,0.115591563,0.094500351,0.062361605
"SNRPD3",0.019341959,0.588761313,0.025312317,0.020593068,0.029768315,0.017538651,0.030236656,0.040172157,0.01345097,0.060513957,0.017872766,0.020876084
"SNRPE",0.01945551,1.394638597,0.011289806,0.015728808,0.009901715,0.010623395,0.018850856,0.008829195,0.01464778,0.040327737,0.011963047,0.038933619
"SNRPF",0.01679244,0.781105208,0.018626094,0.018274266,0.017748196,0.015701763,0.015886116,0.024672201,0.007470362,0.050818629,0.034058589,0.016795167
"SNRPG",0.008021655,1.494827872,0.01535673,0.006420974,0.015307611,0.015258285,0.014853607,0.016880957,0.005041164,0.086587762,0.042553438,0.016434423
"SNW1",0.046032803,0.192430114,0.037707977,0.04705852,0.045492097,0.043511656,0.036668955,0.044286978,0.062512449,0.075731718,0.07246994,0.026564108
"SNX1",0.050475707,0.025053329,0.065985439,0.060153347,0.111733196,0.03671108,0.04474374,0.10254864,0.057354399,0.08957743,0.054830833,0.018566535
"SNX22",0.006124248,0.018609186,0.017830945,0.006930118,0.066904144,0.017082017,0.009860089,0.488573832,0.022010508,0.017118228,0.018566724,0.006219967
"SNX29",0.022600198,0.014309104,0.015172256,0.04169547,0.043310319,0.036407047,0.027635429,0.025072703,0.098387648,0.022020691,0.01964809,0.007854287
"SNX6",0.038839099,0.05518323,0.02786314,0.026672463,0.051498133,0.033868256,0.038366869,0.039883785,0.032048132,0.06598811,0.012670985,0.022531322
"SOD1",0.085718132,0.660889551,0.101517003,0.073965794,0.080601294,0.079634339,0.095405628,0.061637089,0.030882028,0.153013509,0.178495314,0.213448048
"SON",0.588020855,0.381178749,0.550545973,0.498558763,0.508360728,0.876113922,0.575714028,0.613390166,0.761395613,0.760095032,0.554869649,0.315095897
"SORBS1",0.179512241,0.022298894,0.183357534,0.184498801,0.025371005,0.446489732,0.139508094,0.068345759,0.053276587,0.134880904,0.277984232,0.070514477
"SORL1",0.281743483,0.007394052,0.282228012,0.310234408,0.115342449,0.230009869,0.122344296,0.091517303,0.611123523,0.019754539,0.234351265,0.35594486
"SORT1",0.105424947,0.016148222,0.286753129,0.248786166,0.367801458,0.117965679,0.10515497,0.099587511,0.080851767,0.165768494,0.10299871,0.160750549
"SOS2",0.048782433,0.004250486,0.065625849,0.058790927,0.060672301,0.048400356,0.05622041,0.071784561,0.07128865,0.060680108,0.022964531,0.006199079
"SOX10",0.002790099,0.023868173,0.002023632,0.008099034,0.116724023,0.012522254,0.004638062,0.185285644,0.009379933,0,0,0
"SOX2",0.010445032,0.005265838,0.023293783,0.017126937,0.137113402,0.525524042,0.103777319,0.334368845,0.039646847,0.027951842,0.60334645,0.002802783
"SOX4",0.0248965,0.412964743,0.022304346,0.002824357,0.004387934,0.006716538,0.029490957,0.21921985,0.043959215,0.033804746,0.111899989,0
"SOX5",0.030524171,0.007426554,0.036580042,0.002152047,0.001241949,0.080183874,0.025667062,0.056194007,0.002007551,0.016346806,0.063023902,0.035241835
"SOX6",0.009836509,0.021876336,0.008605098,0.003446104,0.007963076,0.103445401,0.09960275,0.338529778,0.009421989,0.016418599,0.224460918,0.006526179
"SOX8",0.020973672,0.017034077,0.042007708,0.005706674,0.115169032,0.018897638,0.010732861,0.331505869,0,0.012017138,0,0.003113534
"SOX9",0.006183132,0,0.030422604,0.028950107,0.014805704,0.311383984,0.008001874,0.012704919,0.017989995,0.026539674,0.471501415,0
"SP100",0.004271483,0.214256262,0.014847931,0.007915714,0.022173918,0.021557552,0.008827527,0.007318754,0.385872896,0.230423525,0.086303604,0.016496434
"SP110",0.003551156,0.009295635,0.006513257,0.00332836,0.03895303,0.075329821,0.010406852,0.047306552,0.224006948,0.137180426,0.05067989,0
"SPAG17",0.008098934,0,0.041819156,0.012138454,0.003580995,0.022738223,0.007020217,0,0,0.01299173,1.645602045,0
"SPAG9",0.173812519,0.083084425,0.131106695,0.119128685,0.35270519,0.406876975,0.202644777,0.313731129,0.143176136,0.224424564,0.311298265,0.126302463
"SPARC",0.0129538,0.008490693,0.032781303,0.031829566,0.09625626,0.160798932,0.032130093,0.074035419,0.007526533,0.751853072,0.27904839,0.024253534
"SPARCL1",0.576513157,0.021289312,0.146989212,0.058287459,0.090062228,1.422932708,0.609166041,0.537107582,0.141925865,1.499522751,0.310168528,0.917868232
"SPATA13",0.02178647,0,0.098381905,0.098314159,0.118612256,0.075395979,0.033334359,0.036879712,0.322973629,0.081532902,0.093316965,0.005775443
"SPATA6",0.011075035,0,0.008622918,0.0112919,0.056518681,0.051409177,0.010818663,0.087312313,0.037734476,0.004807272,0.143969647,0
"SPATS2L",0.109404711,0.020759535,0.023498646,0.013764852,0.052482274,0.062151188,0.129284129,0.043039801,0.06454201,0.099608928,0.188871813,0.042138425
"SPCS2",0.048025831,0.168467529,0.021724534,0.022197237,0.051052469,0.042934238,0.052325068,0.06282157,0.042526016,0.036228693,0.064502965,0.039731681
"SPECC1",0.151170996,0.059987993,0.267785749,0.281175565,0.235771183,0.134955395,0.175125952,0.165081317,0.168071226,0.054700969,0.121752398,0.10892105
"SPEN",0.211595842,0.170486086,0.173511864,0.201936733,0.149999179,0.230010665,0.231597817,0.114483589,0.120172407,0.180273915,0.190666784,0.08702196
"SPG11",0.106623936,0.030052168,0.075939055,0.073846379,0.11668321,0.08749086,0.093996646,0.0916597,0.155384264,0.083673109,0.070076907,0.020997949
"SPOCK1",0.086019825,0.018739692,0.106651234,0.133601065,0.251357266,0.054409198,0.157918535,0.295424407,0.020538712,0.024791297,0.024761002,0.184757424
"SPOCK2",0.091422906,0.006337341,0.086554579,0.080239774,0.009219168,0.108083464,0.317058248,0.092351789,0.019831027,0.513568064,0.013238211,0.224070751
"SPOCK3",0.01031632,0,0.013293688,0.064926745,0.167850344,0.020945274,0.154586983,0.050728125,0.022344001,0.081317743,0,0.028100747
"SPP1",0.010708293,0.013413662,0.038613557,0.026197971,0.556551409,0.066411374,0.02936461,0.059618437,1.240567352,0.042022637,0.047245212,0.024508447
"SPPL2B",0.081311382,0.059195714,0.10104215,0.068722568,0.057750222,0.135227288,0.088612474,0.129486897,0.025647721,0.055835376,0.087025031,0.005957707
"SPPL3",0.070906673,0.004702295,0.080674011,0.063772102,0.065352183,0.054218732,0.10961393,0.116101078,0.068343487,0.092982289,0.054785694,0.056830134
"SPRED1",0.053344563,0.004674406,0.03642506,0.041699674,0.037055054,0.059765806,0.039428866,0.092675672,0.10908231,0.020777736,0.031797054,0.037155213
"SPRY2",0.028654865,0,0.025477145,0.023433508,0.012959501,0.076304603,0.022013848,0.040372439,0.027797525,0.040050395,0.081289819,0.034710295
"SPTBN1",0.190148536,0.054276888,0.266568057,0.268065541,0.200573537,0.363418079,0.178436381,0.132474058,0.076297207,0.595913851,0.294951234,0.473015805
"SPTLC2",0.035232611,0.016634796,0.057671903,0.040867027,0.210803094,0.041299874,0.040493594,0.07978999,0.133066375,0.079735883,0.03168483,0.037597412
"SPTSSA",0.015779973,0.085756408,0.010103696,0.009202751,0.034446508,0.021046917,0.017258946,0.033496183,0.023248955,0.025393683,0.076542207,0.01035125
